poly_sm,soils_sm,poly_md,soils_md
0.46173787117,0.753123044968,0.470475912094,1.04728198051
0.447307109833,0.726770877838,0.426492929459,1.0464720726
0.386790990829,0.542793989182,0.487446069717,1.04408192635
0.381098985672,0.770939826965,0.416422128677,1.0392370224
0.388923883438,0.62172293663,0.397042989731,0.810966968536
0.40545296669,0.465651035309,0.548609018326,0.819733858109
0.390079975128,0.452676057816,0.410136938095,0.814593076706
0.370616197586,0.456798791885,0.419830083847,0.840709924698
0.402294158936,0.489799976349,0.446763038635,0.808512926102
0.391659021378,0.554455041885,0.433659076691,0.812876939774
0.387293100357,0.463844060898,0.500071048737,0.834151983261
0.398703098297,0.468374967575,0.401135921478,0.826242923737
0.383743047714,0.466428995132,0.440634012222,0.821234941483
0.40504193306,0.465521097183,0.419844865799,0.816190004349
0.378242969513,0.481791973114,0.402239084244,0.836196899414
0.40493106842,0.482204914093,0.406204938889,0.822149991989
0.390738010406,0.535994052887,0.403192996979,0.817577123642
0.388397932053,0.505291938782,0.465927124023,0.846223831177
0.386032104492,0.469619035721,0.418640136719,0.823148012161
0.506187915802,0.527554035187,0.407912969589,0.825573921204
0.398379802704,0.474085092545,0.421844005585,0.867871046066
0.405991077423,0.492347002029,0.413141012192,0.854268074036
0.379411935806,0.647629976273,0.444163799286,0.824246168137
0.387778043747,0.539014101028,0.446418046951,0.845833063126
0.377393960953,0.460150957108,0.438694953918,0.801712036133
0.373677968979,0.469355106354,0.425933837891,0.805739164352
0.385136127472,0.487061023712,0.402161836624,0.822069168091
0.545391082764,0.469765901566,0.416340112686,0.894901990891
0.38071513176,0.499835014343,0.460311889648,0.800781965256
0.382584095001,0.467074871063,0.400887012482,0.830605983734
0.376127958298,0.459449052811,0.40407204628,0.841404914856
0.387675046921,0.47987985611,0.420228004456,0.809406995773
0.386713027954,0.465838909149,0.421185970306,0.866016149521
0.469949960709,0.491370916367,0.463143110275,0.844503879547
0.406416893005,0.49994802475,0.403692007065,0.984167098999
0.398630857468,0.719330072403,0.409872055054,0.802701950073
0.420724153519,0.483716011047,0.430644989014,0.819784164429
0.382230997086,0.468411922455,0.430598974228,0.812597990036
0.389188051224,0.477243900299,0.406126976013,0.818667173386
0.37681388855,0.573734998703,0.417599916458,0.811800003052
0.37505698204,0.500257968903,0.471746206284,0.915634870529
0.384128093719,0.516436815262,0.42415189743,0.847141981125
0.388612985611,0.615211009979,0.449747085571,0.826025009155
0.395133972168,0.455514907837,0.409810781479,0.887670040131
0.390004873276,0.721325159073,0.42015004158,0.82460808754
0.378835201263,0.468883991241,0.39980006218,0.987338066101
0.445016860962,0.533164024353,0.46543097496,0.857344865799
0.486485004425,0.488332033157,0.410670042038,0.848207950592
0.41073679924,0.593343019485,0.430999040604,0.894963026047
0.388256788254,0.487470149994,0.422549009323,0.934423923492
0.382611036301,0.472393989563,0.436892986298,0.91575884819
0.384907007217,0.56254696846,0.418567895889,0.810544967651
0.395879983902,0.465226888657,0.434958934784,0.807532072067
0.384743213654,0.673738956451,0.421221971512,0.831115007401
0.446876049042,0.643926858902,0.414399147034,0.832509040833
0.436623096466,0.461963891983,0.668179988861,0.803462982178
0.379351139069,0.52348780632,0.414515018463,0.910712003708
0.508723020554,0.562937021255,0.436334133148,0.835357904434
0.403012037277,0.471592903137,0.441946983337,0.833198070526
0.430202007294,0.483439207077,0.490527868271,0.868906974792
0.421787977219,0.5778028965,0.427698135376,0.865208864212
0.394793987274,0.581905126572,0.429973840714,0.839078187943
0.386262893677,0.460709095001,0.414000988007,0.856230020523
0.39856505394,0.695979833603,0.42361497879,0.863452911377
0.387818098068,0.668375968933,0.409034013748,0.848827123642
0.415181875229,0.468940019608,0.501729011536,0.871870994568
0.377299070358,0.463472127914,0.431259870529,0.846395015717
0.398741960526,0.570098876953,0.479044914246,0.840434074402
0.399548053741,0.463194131851,0.459077119827,0.821472883224
0.44832611084,0.495705842972,0.410075902939,0.815762042999
0.390111923218,0.579169034958,0.403347015381,0.826956987381
0.409743070602,0.500963926315,0.443869113922,0.844720840454
0.376741886139,0.614242076874,0.402920007706,0.811527967453
0.395471811295,0.70387506485,0.456936836243,0.844381093979
0.373440027237,0.549736022949,0.448887825012,1.06013607979
0.421174049377,0.534121990204,0.459908008575,0.854840040207
0.393335103989,0.456712007523,0.434049129486,0.822237968445
0.378960132599,0.589892864227,0.41636300087,0.822363138199
0.450707912445,0.684102058411,0.407362937927,0.884270906448
0.368443965912,0.535945177078,0.42142701149,0.952484846115
0.383948087692,0.487693071365,0.492182970047,0.911193132401
0.42144203186,0.51991891861,0.513336896896,0.829806089401
0.377025127411,0.702594995499,0.438864946365,0.820567131042
0.41851401329,0.619971036911,0.428831100464,0.804430961609
0.453480005264,0.622018098831,0.53364109993,0.884497880936
0.430063009262,0.539811849594,0.447129964828,0.821408987045
0.379428863525,0.490126132965,0.427342176437,0.815497875214
0.374040126801,0.574344873428,0.439576864243,0.827613115311
0.382345199585,0.689518928528,0.401527166367,0.858052968979
0.371724843979,0.527314186096,0.427383899689,0.886105060577
0.384784936905,0.57274889946,0.42954993248,0.895056962967
0.39717912674,0.477167844772,0.421506881714,0.87624001503
0.379446029663,0.453809022903,0.412609100342,0.865307807922
0.382458925247,0.460643053055,0.421180009842,0.831560850143
0.386276960373,0.519450902939,0.414678096771,0.844733953476
0.420803785324,0.472425222397,0.420794010162,0.847623109818
0.404325962067,0.474982023239,0.424911975861,0.815704107285
0.394361019135,0.578202009201,0.399710893631,0.815124988556
0.381681919098,0.498182058334,0.418961048126,0.845911026001
0.396435976028,0.504937171936,0.418020963669,0.818436861038
